cui	definition
C0344320	Vivid dreams
C0264733	Dilatation ventricular
C0520736	Coombs positive haemolytic anaemia
C0011551	Depersonalisation
C0392197	Warmth
C0034065	Pulmonary embolism
C0392699	Dysaesthesia
C0080276	Urogenital disorder
C1112789	Rectal spasm
C0750197	Sustained ventricular tachycardia
C0004903	Beckwith-Wiedemann syndrome
C0016508	Congenital foot malformation
C0011603	Dermatitis
C0423224	Sunken eyes
C0728936	Unspecified circulatory system disorder
C0241060	Dermal cyst
C0015393	Congenital eye disorder
C0542351	Battery
C0521706	Cataract unilateral
C0556385	Alcohol craving
C0221785	Ache wrists
C0024305	Non-Hodgkin's lymphoma
C0333494	Phlebosclerosis
C0399459	Oral discomfort
C0853289	Blood bilirubin normal
C0427160	Parkinsonian gait
C0276143	Viral pharyngitis
C0877324	Urinary sediment present
C0006325	Bruxism
C0039103	Synovitis
C0221155	Systolic hypertension
C0162323	Polyarthritis
C0266453	Exencephaly
C0549445	Anaemia NOS aggravated
C1735601	Floppy iris syndrome
C0860239	Catheter related infection
C0235848	Skin cold clammy
C0919643	Urine calcium increased
C0001818	Agoraphobia
C0856053	Leukemia secondary
C0240211	Lip swelling
C0522051	Acute chest pain
C0151547	Cataract specified
C0259972	Ketogenic diet
C0392674	Exhaustion
C0038358	Gastric ulcer
C0853314	Soft tissue inflammation
C3665418	Labile hypertension
C0014866	Oesophageal stenosis
C0028738	Nystagmus
C0263105	Abdominal wall abscess
C0276226	Herpes simplex encephalitis
C0154769	Myopathy toxic
C0700053	Idiopathic hypertrophic subaortic stenosis
C1142523	Hypothrombinaemia
C0235283	Ear buzzing
C0042256	Vaginal itching
C0026848	Myopathy
C1142499	Gastrointestinal toxicity
C0030578	Paronychia
C0853263	Blood bicarbonate
C0029124	Optic atrophy
C0009398	Defective colour vision
C0239842	Tremor of hands
C0856133	Back pain aggravated
C0858524	Tachycardia nervous
C0040425	Tonsillitis
C0154841	Central retinal vein occlusion
C0003492	Coarctation of the aorta
C0221047	Bradycardia-tachycardia syndrome
C0341012	Oral herpes
C1963897	Low birth weight baby
C0152096	Trisomy 18
C0041956	Ureteric obstruction
C0039496	Temporomandibular joint syndrome
C0272386	Tonsillar hypertrophy
C0234233	Tenderness
C0007785	Cerebral infarction
C0856128	Urinary frequency aggravated
C0699893	Skin carcinoma
C0332573	Macule
C0231170	Disability
C0339961	Pneumonia fungal
C0235761	Nasal septum perforation
C0014175	Endometriosis
C0853123	Blood luteinising hormone increased
C0010043	Ulcerative keratitis
C0853149	Blood lactate dehydrogenase increased
C0263634	Excessive granulation tissue
C0541900	Disulfiram like reaction
C0002170	Alopecia
C1096529	Carotid pulse
C0541819	Burning rectal
C0700225	Serum creatinine increased
C0948818	Catheter site phlebitis
C0242461	Purpura non-thrombocytopenic
C0741494	Bilirubin total increased
C0235564	Sneezing excessive
C0020640	Factor II deficiency
C1527311	Brain oedema
C0497364	Localized rash
C1323189	Dermatitis infected
C0029485	Other acne
C0280028	Refractory anemia with excess blasts in transformation
C0019187	Hepatitis alcoholic
C0032617	Polyuria
C1619727	Decompensated cirrhosis
C0236816	Acute stress disorder
C0042847	Vitamin B12 deficiency
C0564768	Genital infection male
C1262281	Thrombosis in device
C1868730	Genital discomfort
C1735647	Mixed liver injury
C0004604	Back pain
C0687133	Drug interaction
C1609538	Latent tuberculosis
C0014488	Epicondylitis
C0235369	Hepatitis granulomatous
C0235880	Mononeuritis
C0040961	Tricuspid valve incompetence
C1384670	Single umbilical artery
C0233774	Somatic hallucination
C0267465	Intestinal stenosis
C0235863	Delayed delivery
C0040147	Thyroiditis
C0040434	Tooth discolouration
C0016436	Folliculitis
C0235706	Back distress
C0519030	Pneumonia klebsiella
C0206061	Interstitial pneumonia
C0231471	Posture abnormal
C1096403	Left ventricular ejection fraction decreased
C0270729	Drug-induced parkinsonism
C0398623	Thrombophilia
C0858618	Dyschromatopsia
C0522348	Ear feels clogged
C1536145	Eyelash hyperpigmentation
C0949083	Nosocomial pneumonia
C0156369	Uterine polyp
C0028754	Obesity
C0159877	Ankle fracture
C0854431	Injection site vesicles
C0004352	Autism
C0406209	Photoonycholysis
C0017086	Gangrene
C0005683	Calculus bladder
C0694536	Drug seeking behavior
C1328377	Oculo-respiratory syndrome
C2945558	Vulvovaginitis trichomonal
C3495950	Cochlear toxicity
C0858765	Vascular pain
C0162820	Allergic contact dermatitis
C1504578	Implant breakage
C0702166	Acne
C0023529	Periventricular leukomalacia
C0435632	Hand fracture
C0234935	Acute urticaria
C0021080	Immunosuppression
C0426584	Appetite exaggerated
C0151598	Drug level decreased
C0858738	Vitamin B12 absorption decreased
C0085612	Ventricular arrhythmia
C0497156	Lymphadenopathy
C0005001	Benign prostatic hypertrophy
C0021776	Intermittent explosive disorder
C0262494	Gangrenous cholecystitis
C0235756	Semen abnormal
C0877048	Oral fungal infection
C3267156	Operative bleeding
C0162316	Iron deficiency anaemia
C0743680	Eye oedema
C0231710	Buttock pain
C0151718	Hypocholesterolaemia
C0016512	Foot pain
C0236048	Gastric polyps
C0546947	Choking sensation
C0042075	Urinary tract disorder
C0003126	Anosmia
C0009081	Congenital clubfoot
C0019655	Histoplasmosis
C0022876	Premature labour
C0917799	Hypersomnia
C0019360	Herpes zoster
C0238106	Clostridium difficile colitis
C0024441	Macular hole
C0023653	Lichenification
C0700509	Chronic peptic ulcer
C1271398	Pigment dispersion syndrome
C0542027	Hypercoagulation
C0338656	Cognitive impairment
C0175754	Corpus callosum agenesis
C1263855	Lumbar radiculopathy
C0085650	Purpura fulminans
C0149651	Clubbing
C0006152	Breast swelling
C0020625	Hyponatraemia
C0015397	Eye disorder
C0085652	Pyoderma gangrenosum
C0239375	Numbness of limbs
C0005944	Bone metabolism disorder
C3665888	Reproductive toxicity
C0022593	Keratosis
C0017574	Gingivitis
C0235131	Floating feeling
C0042164	Uveitis
C0853117	Blood testosterone decreased
C0043251	Trauma
C0155216	Eyelid bleeding
C0859061	Bilirubin value increased
C0542571	Face oedema
C1142335	Bilirubin abnormal
C0036983	Septic shock
C0271308	Blepharitis allergic
C0016470	Food allergy
C0151714	Hypermagnesaemia
C0036601	Self mutilation
C0853021	Blood oestrogen decreased
C0032461	Polycythaemia
C0549294	Neutropenia aggravated
C0745103	Type IIa hyperlipidaemia
C0013418	Abnormal labour
C0270611	Brain injury
C0034067	Emphysema
C0027813	Neuritis
C0235653	Breast cancer female
C1704202	Aspermia
C0549400	Apgar score low
C0541919	Dystonic reaction
C0235833	Congenital diaphragmatic hernia
C0239337	Limb deformity
C0235520	Femoral artery thrombosis
C0235988	Serum iron decreased
C1260922	Respiration abnormal
C0231856	Breath sounds abnormal
C0221743	Skin reaction
C0030409	Paracoccidioides infection
C0520547	Poor peripheral circulation
C0854121	Gastrointestinal motility disorder
C1096448	Bronchopneumopathy
C0238621	Aminoaciduria
C0525045	Affective disorder
C0160390	Liver injury
C0277890	Blood pressure diastolic decreased
C0235267	Eye redness
C0151661	Peripheral gangrene
C0919620	Electrocardiogram ST-T change
C0853023	Blood parathyroid hormone increased
C0541913	Duodenal ulcer aggravated
C2242737	Anorectal discomfort
C0151908	Dry skin
C0853811	Croup infectious
C0836924	Thrombocytosis
C0001546	Adjustment disorder
C0005818	Platelet disorder
C3160830	Prostatic dysplasia
C0016664	Stress fracture
C0022890	Labyrinthine disorder
C0042880	Vitamin K deficiency
C1112369	Paranasal sinus hypersecretion
C0948806	Catheter related complication
C2711227	Hepatic steatosis
C0555358	Morbid thoughts
C0424741	Cold feet
C0751711	Anterior ischemic optic neuropathy
C0001621	Adrenal disorder
C2711248	Osteonecrosis of jaw
C1096091	Infusion site pruritus
C0853847	Pathogen resistance
C0019559	Coxalgia
C0235272	Retinal damage
C0281963	Red cell aplasia
C0086525	Lassitude
C1699201	Infusion site thrombophlebitis
C0342406	Pituitary haemorrhage
C0282488	Cystitis interstitial
C0031190	Persistent foetal circulation
C0853908	Oropharyngeal swelling
C0851302	Shock hypoglycaemic
C0039503	Tendonitis
C0010034	Corneal disorder
C0860805	Urine ketone body present
C0009443	Common cold
C0008301	Choking
C0151818	Opisthotonus
C3160766	Supine hypotension
C0740299	Blood culture positive
C0854134	Blood bilirubin unconjugated increased
C0009663	Anogenital warts
C0264268	Nasal septum ulceration
C0542519	Renal agenesis
C0232726	Rectal tenesmus
C0152267	Hodgkin's disease lymphocyte depletion type stage unspecified
C0013423	Idiopathic torsion dystonia
C0043246	Laceration
C0151673	Gonadotropins NOS low
C0266648	Blighted ovum
C0740380	Varicella zoster
C0521507	Injection site ulcer
C0268731	Glomerulonephropathy
C0948782	Uterine cramps
C0270921	Axonal neuropathy
C0000727	Acute abdomen
C0278512	Osteosarcoma metastatic
C0016927	Gagging
C0949091	Candida sepsis
C0595930	Blood cholesterol increased
C0030446	Ileus paralytic
C0221727	Oesophageal pain
C0155001	Subjective visual disturbances
C0235351	Tongue ulceration
C0026636	Oral disorder
C0853193	Bipolar I disorder
C0162852	Pityriasis lichenoides et varioliformis acuta
C0240564	Nasal pain
C0859037	Feeling of residual urine
C0948579	Bacteria urine identified
C0553702	Ca++ increased
C0854448	Bladder constriction
C0854113	Mucosal dryness
C0542051	Instability vasomotor
C0149866	Chemical conjunctivitis
C0151563	Coagulation time prolonged
C0036973	Shivering
C0566951	Vaginal ulceration
C1096300	Genital burning sensation
C0221512	Stomach ache
C2242621	Erection prolonged
C0000833	Abscess
C1261167	Sperm concentration
C0859871	Stinging of nose
C0701810	Long-term memory loss
C0426900	Tibial torsion
C0005695	Bladder neoplasm
C0017657	Glomerulitis
C0267028	Lip pain
C0006430	Burning mouth syndrome
C0008350	Cholelithiasis
C0520821	Pleurothotonus
C0221002	Hyperparathyroidism primary
C0859350	Serum transaminase increased
C0011974	Dermatitis diaper
C0158322	Calcaneal spur
C0029877	Otitis
C0700031	Anxiety attack
C0857322	Anemic
C0740858	Substance abuse
C0581912	Sensation of heaviness
C0036689	Pharyngitis streptococcal
C0860210	Granulomatous liver disease
C1167750	Hoigne's syndrome
C0026916	Mycobacterium avium complex infection
C0948651	Bronchial mucus plug
C0520571	Biliary fibrosis
C0855620	Alanine aminotransferase normal
C0458219	Complex regional pain syndrome
C0036980	Cardiogenic shock
C0410256	Muscle injury
C0235641	Perineal pain female
C2243088	Gastritis erosive
C0546817	Fluid overload
C0036117	Salmonellosis
C0020162	Humerus fracture
C0085680	Hypochloraemia
C0339293	Corneal perforation
C0010093	Corpus luteum cyst
C0004812	Basilar artery syndrome
C1262144	Increased bronchial secretion
C0033246	Proctitis
C0239234	Low set ears
C0080274	Urinary retention
C0520806	Sudden death, cause unknown
C0231365	Urination impaired
C3160769	Major bleed
C0014858	Oesophageal motility disorder
C0014867	Varices oesophageal
C0751564	Pill rolling
C0854442	Injection site hypertrophy
C0235095	Visual field constriction
C1142172	Incision site complication
C1994994	Excessive thirst
C0004601	Back injury
C0232766	Asterixis
C0149958	Complex partial seizures
C0700572	Mobility decreased
C0152128	Drug withdrawal syndrome
C0877303	Post procedural pain
C0158369	Swelling of limb
C0235198	Cerebration impaired
C0239376	Pain of lower extremities
C1142080	Injection site stinging
C0028840	Ocular hypertension
C1609496	Eyelid exfoliation
C0009326	Collagen disorder
C0233715	Speech impairment NOS
C0549418	Urine flow decreased
C0427085	Jerky movement NOS
C0857331	Acute liver damage
C0235282	Ear roaring
C0151859	Polyserositis
C0857172	Persistent dry cough
C0151786	Muscular weakness
C0032045	Placental disorder
C0854095	Drug level changed
C0014518	Toxic epidermal necrolysis
C0013415	Dysthymic disorder
C0700200	Presyncope
C1527358	Phototoxicity
C0235270	Keratopathy
C0302507	Parainfluenzae virus infection
C2938970	Penile curvature
C1112346	Prostate induration
C0152008	Vulvovaginal disorder
C0035078	Renal failure
C0948301	Application site skin breakdown
C0854082	Blood prolactin increased
C1295666	Thyroxine decreased
C1142111	Eyelash discolouration
C0393761	Middle insomnia
C0019069	Factor VIII deficiency
C0857400	Retrosternal discomfort
C0015645	Fasciitis
C0234665	Eyelid retraction
C0549262	Rebound effect
C0034884	Rectal fistula
C0022081	Iritis
C0232808	Shutdown renal
C0149521	Pancreatitis chronic
C0235340	Buccal inflammation
C0158350	Tendinous contracture
C1800706	Idiopathic pulmonary fibrosis
C0560046	Unable to walk
C0149952	Torsion of ovary
C0854697	Dermatitis flare-up
C0341177	Gastric erosions
C0853246	Eczema exacerbated
C0852793	Blood cortisol increased
C0009144	Tongue coated
C0003466	Anal atresia
C0494475	Tonic-clonic seizures
C0751900	Motor tic
C2062908	Gout acute
C0015402	Eye haemorrhage
C3203485	Orthostatic dysregulation
C0016059	Fibrosis
C1112261	Gaze palsy
C0877377	Skin tear
C0242459	Loeffler's syndrome
C0233633	Bradypsychic response
C0702266	Basophilia
C0393444	Meningitis chemical
C0854381	Genital haemorrhage
C0031111	Periostitis
C0521509	Injection site induration
C0919593	Injection site coldness
C2242595	Mucosal atrophy
C0268919	Scrotal disorder
C1142459	Application site scar
C0014733	Erysipelas
C0948807	Hepatic impairment
C0555970	Nose infection NOS
C0271453	Otitis media serous
C0343401	Methicillin-resistant Staphylococcus aureus infection
C1442826	Necrotising enterocolitis neonatal
C0151683	Neutrophil count increased
C1328561	Postmenopausal spotting
C0423823	Nail thinning
C0853011	Diabetic hyperglycaemic coma
C0151694	Hemorrhage of colon
C0025202	Malignant melanoma
C0152219	Cyclophoria
C0149871	Deep vein thrombosis
C0003044	Animal bite
C0007787	Transient ischaemic attack
C0264863	Subacute endocarditis
C0856984	Hyperexcitation
C0026837	Muscle rigidity
C0027796	Neuralgia
C0860155	Non-Q wave MI
C0151738	Large intestine perforation
C0151940	Hypocalcemic tetany
C0234930	Skin odour abnormal
C0919661	Heart alternation
C0340274	Gestational hypertension
C0080203	Tachyarrhythmia
C0346306	Pituitary microadenoma
C0232286	Precordial pain
C0684550	Metastases to spine
C1261562	Detrusor instability
C0341505	Chemical peritonitis
C0917801	Insomnia
C0742007	Catheter sepsis
C0238309	Ischaemic neuropathy
C0877267	Peritonsillitis
C0155320	Blindness cortical
C0235194	Tranquillisation excessive
C0947999	Blood urine present
C3203358	Hypoventilation
C0853958	Blood creatine phosphokinase MB increased
C0236083	Burning feeling vagina
C0751265	Learning disability
C0014743	Erythema nodosum
C0003855	Arteriovenous fistula
C1579838	Sore mouth
C0005940	Bone disorder
C1608399	Dark circles under eyes
C0342311	Neuroglycopenia
C0031345	Pharyngeal disorder
C0858346	Gastrointestinal ulcer perforation
C0154933	Iris adhesions
C0151838	Circumoral paresthesia
C0155428	Otosalpingitis
C0423271	Scleral hyperaemia
C0948342	Citrate toxicity
C0853225	International normalised ratio increased
C0037286	Neoplasm skin
C0026948	Mycosis fungoides
C0392167	Drug effect prolonged
C1328375	Application site discomfort
C1736172	Acute cytolytic hepatitis
C0023212	Left ventricular failure
C0278678	Metastatic renal cell carcinoma
C0242339	Dyslipidaemia
C0235560	Respiratory tract haemorrhage
C0016579	Formication
C1282609	Granulocytosis
C0694549	Community acquired pneumonia
C0024299	Lymphoma
C0270458	Psychotic depression
C0022104	Irritable bowel syndrome
C0700292	Hypoxemia
C0006114	Edema cerebral
C0857432	Serum osmolality increased
C1142112	Eyelash thickening
C0265101	Carotid artery occlusion
C1510471	Hypovitaminosis
C0549334	Parotid duct obstruction
C0151717	Skin hypertrophy
C1112349	Spinal cord paralysis
C0023186	Learning disorder
C0014034	Enanthema
C1274926	Stinging skin
C0271547	Growth hormone overproduction
C1306889	Peripheral arterial occlusive disease
C0406484	Sebaceous hyperplasia
C0155866	Pneumonia anthrax
C0039584	Testicular disorder
C0422980	Oscillopsia
C0151937	Tendon rupture
C0030794	Pelvic pain
C0234369	Trembling
C0003578	Apnoea
C0679429	Platelet dysfunction
C0751535	Cardiac syncope
C0020039	Hostility
C0015300	Exophthalmos
C0740394	Hyperuricaemia
C0085637	Oculogyric crisis
C0743323	Acute dyspnea
C0522046	Cough suppression
C0235822	Overdose effect
C0741307	Autonomic dysfunction
C0549150	Pseudofolliculitis barbae
C2609264	Color vision change
C0002390	Alveolitis allergic
C0262417	Pancreatitis acute on chronic
C0392156	Akathisia
C0221782	Uterine mass
C0037317	Sleep disturbance
C0085688	Breast engorgement
C0035085	Renal infarct
C0037859	Spermatocele
C0175683	Argininosuccinate synthetase deficiency
C0597457	Skeletal injury
C0863084	Skin discomfort
C0038506	Stuttering
C0948396	Frequent headaches
C0948425	Large intestinal haemorrhage
C0002631	Amniotic cavity infection
C0151614	Electrolyte depletion
C0026827	Hypotonia
C0559938	Ileal perforation
C0877401	Sensorimotor disorder
C0234192	Feeling cold
C0740464	Electrolytes NOS decreased
C0037268	Congenital skin disorder
C1696942	Application site cellulitis
C1698480	Supraventricular tachyarrhythmia
C0427144	Toe walking
C1387528	Acute haemolytic anaemia
C0233459	Emotional disorder
C0020701	Hysteria
C0085786	Hamman-Rich syndrome
C0858979	Oral mucosa sore
C0023448	Lymphocytic leukaemia
C0033075	Presbyopia
C0006147	Breast feeding
C0007274	Carotid artery thrombosis
C0009952	Febrile convulsion
C0151888	Hyporeflexia
C0018784	Deafness neurosensory
C0038534	Subconjunctival hemorrhage
C0029445	Osteonecrosis
C0043352	Dry mouth
C3495931	Vestibular toxicity
C0522224	Paralysis
C0521495	Application site rash
C1609536	Allergic bronchospasm
C0022572	Keratoacanthoma
C1096036	Infusion site warmth
C0423628	Teething pain
C0549433	Surgical intervention
C0030567	Parkinson's disease
C0278034	Cloudy urine
C0745091	Hypereosinophilia
C0877854	Cerebral arteriosclerosis
C0016382	Flushing
C0239833	Hand pain
C0240173	Shift to the left
C1394290	Cyanotic heart disease
C0949103	Catheter site pain
C0749389	Pharyngeal lesion
C2363949	Injection site exfoliation
C0026976	Myelitis transverse
C0007933	Chalazion
C0852711	Hand and foot syndrome secondary to sickle cell anaemia
C0149925	Small cell lung cancer
C0026266	Mitral valve incompetence
C1696946	Polyomavirus-associated nephropathy
C0267166	Gastroduodenitis
C0206762	Limb malformation
C0022575	Keratoconjunctivitis sicca
C0302859	Euthyroid goiter
C0156384	Vaginal dysplasia
C0860564	Retinoic acid syndrome
C1325847	Sensitisation
C0023891	Cirrhosis alcoholic
C0025345	Menstrual disorder
C1260880	Rhinorrhoea
C0852909	Blood bicarbonate decreased
C0549430	Procedural site reaction
C0740435	Bilirubin unconjugated increased
C0235919	Nerve root lesion
C0521471	Systemic lupus erythematosus rash
C0231592	Joint crepitation
C0023885	Liver abscess
C0235439	Ankle edema
C0235113	Emotional poverty
C0042998	Vulvovaginitis
C0459435	Psychotic state
C0434785	Subluxation hip
C1963790	Vulvovaginal burning sensation
C0341702	Fanconi syndrome acquired
C0877613	Rectal cramps
C0151569	Coombs direct test positive
C0015927	Foetal death
C0233763	Hallucination, visual
C0850060	Nasal itching
C0221348	Yellow nail syndrome
C0020621	Hypokalaemia
C1142397	Myoglobinaemia
C0009088	Cluster headache
C0151904	Aspartate aminotransferase increased
C1456784	Paranoia
C0553698	Monocyte count increased
C0151577	Creatinine renal clearance decreased
C1096387	Chemical eye injury
C0018808	Cardiac murmur
C1696943	Hypoaesthesia facial
C0023470	Myeloid leukaemia
C0850569	Allergic rash
C0001973	Alcoholism
C0342892	Hypolipidaemia
C0235234	Dry throat
C0234656	Periorbital pain
C0549452	Localised skin reaction
C2609041	Mechanical urticaria
C0855333	Electrocardiogram QT corrected interval prolonged
C0040411	Tongue neoplasm
C0149642	Cervical adenitis
C0085654	Injection site granuloma
C0151692	Impaired healing
C0002878	Haemolytic anaemia
C0595882	Serum calcium decreased
C0023218	Cramps of lower extremities
C0423006	Eye discharge
C0270075	Unspecified condition originating in the perinatal period
C0877056	Hypoglycaemic seizure
C0235966	Dreaming excessive
C1280433	Lipoatrophy
C0042485	Venous insufficiency
C0151828	Injection site pain
C0234374	Tremor coarse
C0857983	Serum testosterone decreased
C0577115	Soft stools
C0001733	Factor I deficiency
C0018794	Block heart
C0243065	Aplasia
C0240182	Leukonychia
C0235839	Fever neonatal
C0860851	Oestradiol increased
C0233795	Anterograde amnesia
C0543698	Hypersensitive syndrome
C0085074	Granuloma annulare
C0022821	Kyphosis
C0240521	Nipple tenderness
C0184567	Acute pain
C0424082	Hypnopompic hallucination
C2721559	Osmotic demyelination syndrome
C0151799	Skin necrosis
C0695236	Tracheostomy infection
C0020598	Hypocalcaemia
C0853762	Exacerbation of hot flushes
C0405139	Obstetric procedure complication
C0152198	Accommodation disorder
C0221406	Pituitary-dependent Cushing's syndrome
C0497247	Blood pressure increased
C0020452	Hyperaemia
C0549336	Asthma aggravated
C0151640	Fertility male decreased
C0743516	Endometrial thickening
C0235744	Breath holding
C0423273	Scleral thinning
C0860988	Phosphate increased
C0542120	Injection site nodule
C0267412	Thrombosis mesenteric vessel
C0475858	Pruritus generalised
C0544618	Orthostatic hypertension
C1868998	Cytotoxic oedema
C0277934	Aortic bruit
C1262013	Recall phenomenon
C0043515	Zollinger-Ellison syndrome
C0687707	Anorectal disorder
C0853986	Lymphocyte count decreased
C0033575	Prostatic disorder
C0858540	Hemorrhage symptom
C0522035	Upper limb oedema
C0549350	Conjunctivitis exacerbated
C0032230	Pleural rub
C1096646	Transaminitis
C0151740	Intracranial pressure increased
C3665356	Food intolerance
C0267994	Disorders of fluid, electrolyte and acid-base balance
C0234913	Rash erythematous
C0567085	Uterine pain
C0036130	Salpingitis
C0033931	Psychosomatic disease
C0003467	Anxiety
C0017565	Gingival bleeding
C0232831	Hyposthenuria
C0276651	Aspergilloma
C0015523	Factor XI deficiency
C0036104	Salivation
C0235030	Neurologic reaction
C0542007	Cerebral haematoma
C1112746	Hepatic lymphoma
C0008733	Chylothorax
C0085633	Mood swings
C0271160	Cataract cortical
C0019521	Hiccups
C1112625	Cerebellar oedema
C0022548	Keloid scar
C0016770	Frustration
C0520861	Venous pressure jugular increased
C0151883	Vesiculobullous rash
C0032302	Pneumonia mycoplasmal
C0085702	Monocytosis
C0027497	Nausea
C0235328	Colon obstruction
C0264956	Atheroma
C0854495	Hepatitis F
C0019061	Haemolytic uraemic syndrome
C0701811	Short-term memory loss
C0600260	Obstructive airways disorder
C0541882	Difficulty thinking
C0494559	Inner ear disorder
C1619692	Nephrogenic systemic fibrosis
C0854029	Blood creatine increased
C1290864	Abdominal disorder
C0153452	Gallbladder cancer
C0038987	Sweat gland tumour
C0235630	Renal failure aggravated
C0750857	Alkaline phosphatase serum increased
C0234428	Consciousness abnormal
C0302313	Osteolytic lesion
C1961112	Decompensation cardiac
C0496901	Pituitary tumour benign
C0553723	Squamous cell carcinoma of skin
C0271321	Madarosis
C0263355	Rash scarlatiniform
C0038941	Postoperative wound infection
C0011432	Sensitivity of teeth
C1868885	Uncontrolled hypertension
C0024440	Cystoid macular oedema
C0438241	Blood urea normal
C0852696	Glucocorticoids decreased
C0036341	Schizophrenia
C0011615	Dermatitis atopic
C0151638	Syndrome Fanconi-like
C0032962	Complication of pregnancy
C0206504	Tympanic membrane perforation
C0152964	Streptococcal sepsis
C1306580	Bone mass decreased
C0023051	Laryngeal disorder
C2364082	Hyposmia
C0011860	Type 2 diabetes mellitus
C0948300	Application site scab
C0021053	Immune system disorder
C0235874	Condition aggravated
C0151995	Degeneration of uterine fibroid
C0239549	Fat intolerance
C0497209	Conjunctivitis infective
C0017662	Glomerulonephritis membranoproliferative
C2748540	Mucosal bleeding
C0233558	Temper tantrum
C0234144	Dysgraphia
C0003621	Appetite disorder
C0031315	Phantom limb pain
C0231772	Burning foot
C0238304	Chronic interstitial nephritis
C0281778	Anal abscess
C1306577	Death
C0151636	Ventricular extrasystoles
C0040127	Thyrotoxic crisis
C0151315	Neck stiffness
C0233632	Thinking abnormal
C1735646	Rash recurrent
C0973461	Dysphasia
C0038986	Sweat gland disorder
C0340464	Extrasystoles
C0919840	Osteocalcin increased
C0587054	Numbness in fingers
C0235213	Ejaculation decreased
C0221733	Paradoxical pressor response
C0740852	Upper airway obstruction
C0423172	Dacryocanaliculitis
C0413234	Acute allergic reaction
C0010072	Coronary artery thrombosis
C0236024	Pharyngeal oedema
C0277941	Blanching of skin
C0004998	Benign neoplasm of skin
C0042341	Varicocele
C0016479	Food poisoning
C1096195	Thyroglobulin increased
C0542052	Coronary artery insufficiency
C0231303	Distress
C0036396	Sciatica
C0012691	Joint dislocation
C0238201	Iodism
C0392378	Gingival ulceration
C0232288	Chest pain exertional
C0235889	Arthritis aggravated
C0040584	Tracheitis
C0079772	T-cell lymphoma
C0023510	White blood cell disorder
C0158328	Trigger finger
C0042251	Vaginal disorder
C0338908	Anxiety depression
C0026766	Multi-organ failure
C0263338	Urticaria chronic
C1696701	Dermatillomania
C0278008	Change of bowel habit
C0079731	B-cell lymphoma
C0340613	Arterial aneurysm
C0151465	Renal abscess
C0221269	Pseudolymphoma
C0241235	Sputum purulent
C0000731	Abdominal distension
C0274714	Adrenergic syndrome
C0025568	Metaplasia
C1279247	Genitourinary tract infection
C0277899	Pulse absent
C0858786	Toxic symptom
C0242891	Tooth injury
C0687675	Pregnancy loss
C0853150	Nerve conduction studies abnormal
C0264907	Wenckebach phenomenon
C0151721	Hypogonadism male
C0018023	Goiter nodular
C0151602	Swelling face
C0009676	Confusional state
C0559031	Functional gastrointestinal disorder
C0152202	Acquired night blindness
C0018681	Headache
C2242583	Acute liver injury
C0043349	Xerophthalmia
C0857323	Angioedema of larynx
C0270716	Hydrocephalus acquired
C0151736	Accidental injury
C0270823	Petit mal status, epileptic
C2939147	Feeling hot
C1096116	Acquired haemophilia
C0553548	Angiitis necrotising
C0600142	Hot flush
C0852919	Animal scratch
C1504422	Application site hypersensitivity
C0853227	Blood iron abnormal
C0235238	Cycloplegia
C0022504	Kaposi's varicelliform eruption
C0542237	Thrombophlebitis injection site
C0332575	Redness
C0521510	Implant site reaction
C0232203	Atrial rhythm
C0477371	Other forms of epilepsy
C0020312	Hydrothorax
C0018133	Graft versus host disease
C0005699	Blast cell crisis
C0858934	Injection site warmth
C0232826	Antidiuresis
C0014583	Episcleritis
C0497552	Unspecified congenital anomaly of brain, spinal cord, and nervous system
C0856151	Fat redistribution
C0151510	Adrenal cortex atrophy
C0042018	Calculus urinary
C0221255	Calcification metastatic
C0233767	Hallucination, tactile
C0020514	Hyperprolactinaemia
C0342579	Electrolyte imbalance
C0151899	Syndrome screaming
C0001403	Addison's disease
C0314719	Dry eye
C0235960	Parkinsonism aggravated
C0011570	Depression
C2937350	Abnormal ejaculation
C1112320	Temperature intolerance
C1736186	Postoperative shivering
C0235527	Cardiac failure right
C0030662	Pathological gambling
C0034011	Puberty
C0423820	Nail ridging
C1695897	Infusion site irritation
C0264886	Conduction disorder
C0262380	Asymptomatic bacteriuria
C0596601	Gas
C1535919	Foetal chromosome abnormality
C0026857	Musculoskeletal disorder
C0238311	Nicotine poisoning
C1619718	Partner stress
C0700502	Primary hypothyroidism
C0343166	Effusion of knee
C1688637	Intraoperative floppy iris syndrome
C0039240	Supraventricular tachycardia
C0847403	Infective tenosynovitis
C0002447	Amelia
C0032781	Postnasal drip
C0153676	Lung cancer metastatic
C0019112	Haemorrhoids
C0877606	Infusion site burning
C0234936	Application site oedema
C0151945	Cerebral venous thrombosis
C0040436	Tooth erosion
C0853084	High density lipoprotein increased
C0234133	Extrapyramidal symptoms
C1142305	Melanonychia
C0043167	Pertussis
C0233471	Flat affect
C1258192	Vascular resistance systemic
C1608942	Complication of device insertion
C0151584	Injection site cyst
C0426959	Akinaesthesia
C0020678	Hypotrichosis
C0030517	Parathyroid disorder
C1141948	Troponin increased
C0541941	Erection increased
C0033999	Pterygium
C0851140	Cervix carcinoma stage 0
C1328395	Vaginal contraceptive device expelled
C0239276	Eosinophiluria
C0040588	Tracheo-oesophageal fistula
C0919267	Ovarian neoplasm
C0235522	Vein disorder
C0541896	Spermatozoa abnormal
